n_samples,n_features,Replicate,CPU_Runtime_sec,CPU_ARI,CPU_NMI
10000,50,99,0.007715702056884766,1.0,1.0
10000,50,100,0.020818471908569336,0.7190087114294361,0.8649825787059576
1000,50,1,0.002995014190673828,0.7758931126757267,0.8986035709454092
1000,50,2,0.002824068069458008,0.7782734978278049,0.90097523932431
1000,50,3,0.0032532215118408203,1.0,1.0
1000,50,4,0.004103183746337891,0.4259384684005728,0.700617367864449
1000,50,5,0.0027480125427246094,1.0,1.0
1000,50,6,0.0027589797973632812,1.0,1.0
1000,50,7,0.0029265880584716797,0.7222744212070986,0.866759629166906
1000,50,8,0.0024161338806152344,1.0,1.0
1000,50,9,0.0027914047241210938,0.5349736159878304,0.7331906889557327
1000,50,10,0.0027587413787841797,0.7183276371226781,0.8650523683555481
1000,50,11,0.002516031265258789,0.718821863149719,0.865263506699057
1000,50,12,0.002426624298095703,0.7302763703309042,0.870381074622222
1000,50,13,0.0027740001678466797,0.7205398124569741,0.8660032680101748
1000,50,14,0.0025069713592529297,0.7490509219928656,0.8799435291558328
1000,50,15,0.0021703243255615234,1.0,1.0
1000,50,16,0.0023393630981445312,0.7194541058745382,0.8655346935201553
1000,50,17,0.0020394325256347656,1.0,1.0
1000,50,18,0.0025625228881835938,1.0,1.0
1000,50,19,0.002627849578857422,0.7213483682291713,0.8663546344030166
1000,50,20,0.002267122268676758,1.0,1.0
1000,50,21,0.0017385482788085938,1.0,1.0
1000,50,22,0.00177001953125,1.0,1.0
1000,50,23,0.0028581619262695312,0.7332341462772293,0.8717797845712982
1000,50,24,0.001829385757446289,1.0,1.0
1000,50,25,0.0025293827056884766,0.7222744212070986,0.8667596291669059
1000,50,26,0.0028061866760253906,0.719276329190997,0.865458316105973
1000,50,27,0.0024683475494384766,0.7210657789588611,0.8662315964135474
1000,50,28,0.0023910999298095703,0.718189208785996,0.8649933629295311
1000,50,29,0.0018002986907958984,1.0,1.0
1000,50,30,0.0017671585083007812,1.0,1.0
1000,50,31,0.0020651817321777344,1.0,1.0
1000,50,32,0.0019371509552001953,0.7262052111292465,0.8685103765276976
1000,50,33,0.0018625259399414062,0.718821863149719,0.8652635066990572
1000,50,34,0.00148773193359375,1.0,1.0
1000,50,35,0.0016980171203613281,1.0,1.0
1000,50,36,0.0014941692352294922,1.0,1.0
1000,50,37,0.0021469593048095703,0.41411336670760995,0.6912316219560093
1000,50,38,0.002445697784423828,1.0,1.0
1000,50,39,0.003153562545776367,0.7205398124569741,0.8660032680101748
1000,50,40,0.0018947124481201172,1.0,1.0
1000,50,41,0.0019137859344482422,1.0,1.0
1000,50,42,0.0023069381713867188,0.5325489236651428,0.7318288974712361
1000,50,43,0.002062559127807617,1.0,1.0
1000,50,44,0.0021371841430664062,1.0,1.0
1000,50,45,0.003298044204711914,0.4255093440674323,0.7039858344575328
1000,50,46,0.002570629119873047,0.7747193065759961,0.8975237981060186
1000,50,47,0.002949953079223633,0.7194541058745382,0.8655346935201552
1000,50,48,0.003386974334716797,0.7276359841840646,0.8691609079167132
1000,50,49,0.0037848949432373047,0.7182221697019923,0.865007407360227
1000,50,50,0.0026721954345703125,1.0,1.0
1000,50,51,0.002267599105834961,1.0,1.0
1000,50,52,0.002633810043334961,0.7198490487206457,0.8657047203168645
1000,50,53,0.002131938934326172,1.0,1.0
1000,50,54,0.0028138160705566406,0.7257539810817557,0.8683067195305371
1000,50,55,0.0021882057189941406,1.0,1.0
1000,50,56,0.002379894256591797,1.0,1.0
1000,50,57,0.0020911693572998047,1.0,1.0
1000,50,58,0.002128124237060547,1.0,1.0
1000,50,59,0.0020728111267089844,1.0,1.0
1000,50,60,0.0021469593048095703,1.0,1.0
1000,50,61,0.002584695816040039,0.723691343022577,0.8673847151505439
1000,50,62,0.0022308826446533203,0.718189208785996,0.8649933629295311
1000,50,63,0.002020597457885742,1.0,1.0
1000,50,64,0.002813577651977539,0.7345054760605934,0.8723918846044132
1000,50,65,0.0025496482849121094,0.7185846660238451,0.8651620811940259
1000,50,66,0.0021789073944091797,0.7183276371226781,0.8650523683555481
1000,50,67,0.002299785614013672,0.7253156288404662,0.868109554589826
1000,50,68,0.0019769668579101562,0.7806972856071891,0.9038117108824201
1000,50,69,0.0022051334381103516,0.7189602014060461,0.8653227392725908
1000,50,70,0.0021877288818359375,0.7806972856071891,0.9038117108824201
1000,50,71,0.002684354782104492,0.5341531746436131,0.73273574650611
1000,50,72,0.002454996109008789,0.719111692138552,0.8653876704593236
1000,50,73,0.002147197723388672,1.0,1.0
1000,50,74,0.0031697750091552734,0.7196450149684077,0.8656168214918463
